legacy_codigo,cnpj,nome,cidade,estado,telefone,fonte,metodo
000001,75030700000128,COLOMBOCAL LTDA.,COLOMBO,PR,041 36563737,BdGeral.Mdb:Geral,colunas_nomeadas
000002,79348207000101,SOLOFINO IND E COM DE CAL E CALCÁRIO LTDA,COLOMBO,PR,041 36563212,BdGeral.Mdb:Geral,colunas_nomeadas
000003,75030700000209,COLOMBOCAL LTDA (FILIAL),RIO BRANCO DO SUL,PR,041 36563737,BdGeral.Mdb:Geral,colunas_nomeadas
000004,79348207000292,SOLOFINO IND E COM DE CAL E CALC LTDA. (FILIAL),CERRO AZUL,PR,041 36563737,BdGeral.Mdb:Geral,colunas_nomeadas
000005,79191706000138,TRANSMOTIN TRANSPORTES RODOVIARIOS LTDA,COLOMBO,PR,041 36563737,BdGeral.Mdb:Geral,colunas_nomeadas
000024,03192722000183,PORTOES ART STYLO CARP. E MARCENARIA LTDA M.E.,ITANHAEM,SP,013 34277075,BdGeral.Mdb:Geral,colunas_nomeadas
000026,77985042000153,A.J. DO CARMO E CIA LTDA.,MARINGA,PR,044 32229523,BdGeral.Mdb:Geral,colunas_nomeadas
000027,92189695000543,ORBID S/A INDÚSTRIA E COMÉRCIO.,CURITIBA,PR,041 33013301,BdGeral.Mdb:Geral,colunas_nomeadas
000029,01331730000138,A. AVELINO NUNES MATERIAIS P/ CONSTRUÇÃO M.E.,MARINGA,PR,044 32592727,BdGeral.Mdb:Geral,colunas_nomeadas
000210,84871011000137,A.R.S.S. INDÚSTRIA E COM. DE LAGES LTDA,MARINGA,PR,044 32285755,BdGeral.Mdb:Geral,colunas_nomeadas
000211,00457320000175,COMÉRCIO DE MADEIRAS BROTTO LTDA.,ALMIRANTE TAMANDARE,PR,041 36573315,BdGeral.Mdb:Geral,colunas_nomeadas
000214,01676697000188,ATACADÃO DE CIMENTO J.R. LTDA.,MARINGA,PR,044 32675357,BdGeral.Mdb:Geral,colunas_nomeadas
000218,79132478000125,DEPÓSITO ALVORADA LTDA.,MARINGA,PR,044 30316722,BdGeral.Mdb:Geral,colunas_nomeadas
000221,85038347000186,SÉRGIO L. POTRICH.,SARANDI,PR,044 32745563,BdGeral.Mdb:Geral,colunas_nomeadas
000222,82268905000101,CIKALMEDE COM. DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32655622,BdGeral.Mdb:Geral,colunas_nomeadas
000223,81719213000170,COMÉRCIO DE MATERIAIS DE CONSTR. 3F LTDA.,MARINGA,PR,044 32684113,BdGeral.Mdb:Geral,colunas_nomeadas
000224,79045134000189,COMÉRCIO DE MATERIAIS P/ CONSTR. MIOSÓTES LTDA.,MARINGA,PR,044 32638677,BdGeral.Mdb:Geral,colunas_nomeadas
000225,00613904000192,CADAN E LEME MATERIAIS PARA CONSTRUÇÃO LTDA,MARINGA,PR,044 32681091,BdGeral.Mdb:Geral,colunas_nomeadas
000227,04739282000102,DEPÓSITO CENTRAL ONO MAT. DE CONSTRUÇÃO LTDA M.E.,PAICANDU,PR,044 32442213,BdGeral.Mdb:Geral,colunas_nomeadas
000228,03430585000178,ENDEAL ENGENHARIA E CONSTRUÇÕES LTDA.,SAO JOSE DOS PINHAIS,PR,041 32660259,BdGeral.Mdb:Geral,colunas_nomeadas
000230,78433703000109,DEPÓSITO DE MATERIAIS CONSTR. MANTOVANI LTDA.,MARINGA,PR,044 32248463,BdGeral.Mdb:Geral,colunas_nomeadas
000231,08653132000124,SILUX INDÚSTRIA E COMÉRCIO DE TINTAS LTDA M.E.,SAO JOSE DO RIO PRETO,SP,017 21362400,BdGeral.Mdb:Geral,colunas_nomeadas
000232,85042885000144,DEPÓSITO DE MATERIAIS P/ CONSTR. UFADE LTDA.,MARINGA,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
000233,81213134000192,MARIO SAVELLI MARQUES.,MARINGA,PR,044 32654646,BdGeral.Mdb:Geral,colunas_nomeadas
000234,79582755000100,MARINGÁ VERDE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32653737,BdGeral.Mdb:Geral,colunas_nomeadas
000235,01125486000157,RONA MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32631112,BdGeral.Mdb:Geral,colunas_nomeadas
000236,63000376000116,UBALDINO PEREIRA DE ANDRADE MAT. P/ CONSTR. M.E.,SAO PAULO,SP,011 58313444,BdGeral.Mdb:Geral,colunas_nomeadas
000237,00278768000121,"R.G.K. CONSTRUÇÕES, MONTAGENS E EMPREEND. LTDA.",PINHAIS,PR,041 36684848,BdGeral.Mdb:Geral,colunas_nomeadas
000238,82471582000159,SOL DO VALE MATERIAIS DE CONSTRUÇÃO LTDA.,MARINGA,PR,044 32635161,BdGeral.Mdb:Geral,colunas_nomeadas
000239,76457902000113,TAROBÁ ATAC. DE MAT. DE CONSTRUÇÃO LTDA.,MARINGA,PR,044 32250225,BdGeral.Mdb:Geral,colunas_nomeadas
000241,00674149000156,DALMEIDA COMÉRCIO DE MATERIAIS DE CONSTR. LTDA.,CAMPO MOURAO,PR,044 35241616,BdGeral.Mdb:Geral,colunas_nomeadas
000242,80593049000134,L.C. SOAVINSKI E CIA LTDA.,CAMPO MOURAO,PR,044 35251314,BdGeral.Mdb:Geral,colunas_nomeadas
000243,01340849000177,DEPÓSITO TROPICAL MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32591414,BdGeral.Mdb:Geral,colunas_nomeadas
000244,01343481000109,DEPÓSITO DE MATERIAIS DE CONSTR. RIBEIRAÇO LTDA.,MARINGA,PR,044 32685246,BdGeral.Mdb:Geral,colunas_nomeadas
000245,04655784000147,SILVIO CANI IND.E COM. DE CIM.E MAT. CONSTR. LTDA.,BARRA VELHA,SC,047 34562140,BdGeral.Mdb:Geral,colunas_nomeadas
000246,77456382000197,DEPÓSITO NEGRI MATERIAIS PARA CONSTRUÇÃO LTDA.,MARINGA,PR,044 30291506,BdGeral.Mdb:Geral,colunas_nomeadas
000247,81709974000140,MARES COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO LTDA.,MARINGA,PR,044 32282071,BdGeral.Mdb:Geral,colunas_nomeadas
000248,68762038000135,A P DALE LUQUE COM. DE MAT. DE CONSTRUÇÕES EIRELI,MARINGA,PR,044 32682331,BdGeral.Mdb:Geral,colunas_nomeadas
000249,77279495000164,DEBAITA COMÉRCIO DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32684646,BdGeral.Mdb:Geral,colunas_nomeadas
000250,00737039000196,DALA COSTA REIFUR LTDA.,MARINGA,PR,044 32248117,BdGeral.Mdb:Geral,colunas_nomeadas
000251,01547787000179,DEPÓSITO HORTÊNCIA MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32654141,BdGeral.Mdb:Geral,colunas_nomeadas
000252,82306283000169,E.K.M. FORCELI MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32551515,BdGeral.Mdb:Geral,colunas_nomeadas
000253,73460453000174,ELIZANGELA CRUZ FARIA E CIA LTDA.,CAMPO MOURAO,PR,044 35231530,BdGeral.Mdb:Geral,colunas_nomeadas
000254,82468646000162,F.G. COMÉRCIO DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32622288,BdGeral.Mdb:Geral,colunas_nomeadas
000255,02044874000176,FABIO CAZARIN M.E.,CAMPO MOURAO,PR,044 35233942,BdGeral.Mdb:Geral,colunas_nomeadas
000256,03170899000189,LEENEKER COMÉRCIO MATERIAIS P/ CONSTRUÇÃO LTDA.,SAO PAULO,SP,011 55895784,BdGeral.Mdb:Geral,colunas_nomeadas
000257,85511301000132,FRANCHETTI E CIA LTDA M.E.,MARINGA,PR,044 32281581,BdGeral.Mdb:Geral,colunas_nomeadas
000258,79597571000105,IRMAOS BORTOLATO E CIA LTDA EPP.,MARINGA,PR,044 32636511,BdGeral.Mdb:Geral,colunas_nomeadas
000259,79558607000141,H. SILVA COMÉRCIO DE MAT. DE CONSTR. LTDA.,MARINGA,PR,044 32286474,BdGeral.Mdb:Geral,colunas_nomeadas
000260,79790929000111,INCOLAJES COM. DE MAT. PARA CONSTRUÇÃO LTDA.,MARINGA,PR,044 32637500,BdGeral.Mdb:Geral,colunas_nomeadas
000261,02472122000106,TATHIANA COMERCIAL LTDA.,SAO PAULO,SP,011 55727715,BdGeral.Mdb:Geral,colunas_nomeadas
000262,02921108000142,NICOLAU MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32685050,BdGeral.Mdb:Geral,colunas_nomeadas
000263,02146940000119,J.R. ARAUJO E CIA LTDA.,MARINGA,PR,044 32281091,BdGeral.Mdb:Geral,colunas_nomeadas
000264,47111562000176,IMIGRANTES COM. DE BLOCOS E MAT. CONSTR. LTDA M.E.,SAO PAULO,SP,011 50774234,BdGeral.Mdb:Geral,colunas_nomeadas
000265,03047596000173,NEUSA BELENKI RODRIGUES CONSTRUÇÕES.,CAMPO MOURAO,PR,044 35253738,BdGeral.Mdb:Geral,colunas_nomeadas
000266,01413056000130,J.H.L. MATERIAIS P/ CONSTRUÇÃO LTDA M.E.,MARINGA,PR,044 32638836,BdGeral.Mdb:Geral,colunas_nomeadas
000267,01600066000185,LINJARDI E LINJARDI LTDA.,MARINGA,PR,044 32285087,BdGeral.Mdb:Geral,colunas_nomeadas
000268,02937292000119,T.M. DE ALMEIDA M.E.,MARINGA,PR,044 32552022,BdGeral.Mdb:Geral,colunas_nomeadas
000269,02140970000118,M.S.C.G. COMÉRCIO DE MAT. P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32683544,BdGeral.Mdb:Geral,colunas_nomeadas
000270,00722521000152,MATERIAIS DE CONSTRUÇÃO SÃO VITOR LTDA.,MARINGA,PR,044 32682623,BdGeral.Mdb:Geral,colunas_nomeadas
000271,00660239000198,MASCARENHA E GROCHOWSKI LTDA.,MARINGA,PR,044 32635058,BdGeral.Mdb:Geral,colunas_nomeadas
000272,00069677000186,MARCUSSI E SILVA LTDA.,MARINGA,PR,044 32552425,BdGeral.Mdb:Geral,colunas_nomeadas
000273,00056055000113,MARGONARI E MARGONARI LTDA.,MARINGA,PR,044 32677272,BdGeral.Mdb:Geral,colunas_nomeadas
000274,67550004000114,MADEIREIRA AFONSO LTDA.,SAO PAULO,SP,011 69484110,BdGeral.Mdb:Geral,colunas_nomeadas
000275,85093433000191,M.F. DA SILVA CONSTRUÇÕES ME,MARINGA,PR,044 32633536,BdGeral.Mdb:Geral,colunas_nomeadas
000276,84811686000190,MARGUTTI MATERIAIS DE CONSTRUÇÃO LTDA.,MARINGA,PR,044 30286379,BdGeral.Mdb:Geral,colunas_nomeadas
000277,82338740000105,MARROMIL DISTR. DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32685227,BdGeral.Mdb:Geral,colunas_nomeadas
000278,01319493000190,M. RONOBO COUTINHO M.E.,MARINGA,PR,044 32683979,BdGeral.Mdb:Geral,colunas_nomeadas
000279,79734117000159,DEPÓSITO DE MATERIAIS DE CONSTR. DO ADÉLIO LTDA.,MARINGA,PR,044 32683552,BdGeral.Mdb:Geral,colunas_nomeadas
000280,81075558000138,MOSCA DISTR. DE FERRO E AÇO LTDA.,CAMPO MOURAO,PR,044 35236366,BdGeral.Mdb:Geral,colunas_nomeadas
000281,00681581000174,N.Z. TOGNI E CIA LTDA.,CAMPO MOURAO,PR,044 35235667,BdGeral.Mdb:Geral,colunas_nomeadas
000282,01058127000124,O PREGÃO MATERIAIS DE CONSTRUÇÃO LTDA.,MARINGA,PR,044 32623469,BdGeral.Mdb:Geral,colunas_nomeadas
000283,00465394000153,ODAIR JOSÉ DO NASCIMENTO.,MARINGA,PR,044 32681186,BdGeral.Mdb:Geral,colunas_nomeadas
000285,79568994000105,PIOLA E DAMIÃO LTDA.,MARINGA,PR,044 30314511,BdGeral.Mdb:Geral,colunas_nomeadas
000286,03418592000154,COMÉRCIO DE MATERIAIS PARA CONSTR. MATEMIX LTDA.,MARINGA,PR,044 32231752,BdGeral.Mdb:Geral,colunas_nomeadas
000287,04717191000168,CLIO ENGENHARIA INCORP. IMOBIL. LTDA.,CURITIBA,PR,041 91252443,BdGeral.Mdb:Geral,colunas_nomeadas
000288,73517302000105,PEDRO L.M. CARDOSO E CIA LTDA.,MARINGA,PR,044 32283777,BdGeral.Mdb:Geral,colunas_nomeadas
000289,76352848000141,MARIA LAURINDA DE SOUZA.,PALHOCA,SC,048 99893085,BdGeral.Mdb:Geral,colunas_nomeadas
000290,84850635000178,RIGONARI COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO LTDA.,MARINGA,PR,044 32633836,BdGeral.Mdb:Geral,colunas_nomeadas
000291,04635175000126,OSMAR J. DO CARMO M.E.,MARINGA,PR,044 32657080,BdGeral.Mdb:Geral,colunas_nomeadas
000292,03940067000102,RODRIGO DUTRA RACHADEL M.E.,SAO JOSE,SC,048 32460807,BdGeral.Mdb:Geral,colunas_nomeadas
000293,02142592000101,NÉSPOLI MATERIAIS PARA CONSTRUÇÃO LTDA.,APUCARANA,PR,043 34236999,BdGeral.Mdb:Geral,colunas_nomeadas
000294,01326195000127,NORTÃO MADEIRAS MATERIAIS P/ CONSTRUÇÃO LTDA.,APUCARANA,PR,043 34232425,BdGeral.Mdb:Geral,colunas_nomeadas
000295,77335149000156,J.F. NUNES E CIA LTDA.,APUCARANA,PR,043 34236400,BdGeral.Mdb:Geral,colunas_nomeadas
000296,01722785000179,OSNI G. HILLESHEIM M.E.,SAO JOSE,SC,048 33460270,BdGeral.Mdb:Geral,colunas_nomeadas
000297,77258382000182,COMACAL MATERIAIS P/ CONSTRUÇÃO LTDA.,APUCARANA,PR,043 34237070,BdGeral.Mdb:Geral,colunas_nomeadas
000298,03405524000150,LOURDES GARCIA DE CARVALHO E CIA LTDA.,APUCARANA,PR,043 34225322,BdGeral.Mdb:Geral,colunas_nomeadas
000299,75274423000280,COMERCIAL IVAIPORÃ LTDA.,APUCARANA,PR,043 34221361,BdGeral.Mdb:Geral,colunas_nomeadas
002100,15534019000195,BURGOS EXPORTER LTDA.,CORUMBA,MS,041 32649985,BdGeral.Mdb:Geral,colunas_nomeadas
002101,79783957000101,COMÉRCIO DE MAT. P/ CONSTR. D.S.J. LTDA.,SARANDI,PR,044 32640017,BdGeral.Mdb:Geral,colunas_nomeadas
002102,01730560000164,CLAUDIO STEVANATO M.E.,SARANDI,PR,044 32642593,BdGeral.Mdb:Geral,colunas_nomeadas
002103,02126989000100,C.V.R. DEPÓSITO DE MATERIAIS DE CONSTRUÇÀO LTDA.,SARANDI,PR,044 32642991,BdGeral.Mdb:Geral,colunas_nomeadas
002104,00211405000179,CELIO APARECIDO VAZ.,SARANDI,PR,044 32642443,BdGeral.Mdb:Geral,colunas_nomeadas
002105,85495133000139,C.I. ROCHA E CIA LTDA.,SARANDI,PR,044 32286723,BdGeral.Mdb:Geral,colunas_nomeadas
002106,58818345000137,ARRIBECA COMÉRCIO MATERIAIS P/ CONSTRUÇÃO LTDA.,PRAIA GRANDE,SP,013 34811770,BdGeral.Mdb:Geral,colunas_nomeadas
002107,01231928000140,C.R. SERVIDANIS E CIA LTDA.,SARANDI,PR,044 32642623,BdGeral.Mdb:Geral,colunas_nomeadas
002108,00203386000139,SEVIDANIS E GRIGOLI LTDA M.E.,SARANDI,PR,044 30350020,BdGeral.Mdb:Geral,colunas_nomeadas
002109,79089421000190,CERÂMICA VOLPATO LTDA.,SARANDI,PR,044 32286595,BdGeral.Mdb:Geral,colunas_nomeadas
002110,01941964000105,I. GONÇALVES MATERIAIS PARA CONSTRUÇÀO LTDA.,SARANDI,PR,044 32642412,BdGeral.Mdb:Geral,colunas_nomeadas
002111,78737202000108,DEPOSITO VOLPATO LTDA,SARANDI,PR,044 32641383,BdGeral.Mdb:Geral,colunas_nomeadas
002112,01846616000140,DARCÍ A. FERREIRA E SANTOS LTDA.,ITAJAI,SC,047 32480940,BdGeral.Mdb:Geral,colunas_nomeadas
002113,76525054000132,SANSÃO MARTINS E CIA LTDA.,SARANDI,PR,044 32646040,BdGeral.Mdb:Geral,colunas_nomeadas
002114,00114920000130,J.J.M. MATERIAIS DE CONSTRUÇÃO LTDA.,BIGUACU,SC,048 32431930,BdGeral.Mdb:Geral,colunas_nomeadas
002115,75007187000154,PERLA MATERIAIS DE CONSTRUÇÀO LTDA.,SARANDI,PR,044 32642550,BdGeral.Mdb:Geral,colunas_nomeadas
002118,85495133000139,POLIZELLI E CASTRO LTDA M.E.,SARANDI,PR,044 32641022,BdGeral.Mdb:Geral,colunas_nomeadas
002119,02016412000145,PEPOUSO COMÉRCIO DE MAT. P/ CONSTRUÇÀO LTDA.,SARANDI,PR,044 32641941,BdGeral.Mdb:Geral,colunas_nomeadas
002120,02210115000136,OSVALDO LEMOS.,SARANDI,PR,044 32643895,BdGeral.Mdb:Geral,colunas_nomeadas
002121,00251784000120,CASTILHO E MANZATO LTDA.,SARANDI,PR,044 32642477,BdGeral.Mdb:Geral,colunas_nomeadas
002122,79114450012503,COCAMAR COOPERATIVA AGROINDUSTRIAL.,MACAUBAL,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
002123,00148695000153,MALAGUTTI E NEVES LTDA M.E.,SARANDI,PR,044 32641410,BdGeral.Mdb:Geral,colunas_nomeadas
002124,82349234000103,NATALINO RUIZ MATERIAIS DE CONSTRUÇÀO LTDA.,SARANDI,PR,044 32641117,BdGeral.Mdb:Geral,colunas_nomeadas
002125,73371882000175,BONATO E FILHO LTDA.,COLOMBO,PR,041 33592537,BdGeral.Mdb:Geral,colunas_nomeadas
002127,77524312000129,CARLOS ALBERTO BOTTO CARVALHO.,CURITIBA,PR,041 32633760,BdGeral.Mdb:Geral,colunas_nomeadas
002128,04587742000116,J.M.E. MATERIAIS DE CONSTRUÇÃO LTDA.,SARANDI,PR,044 32645818,BdGeral.Mdb:Geral,colunas_nomeadas
002129,02050630000104,CLAUDOMIRO DE SOUZA.,GOIOERE,PR,044 35221282,BdGeral.Mdb:Geral,colunas_nomeadas
002131,83298349000189,COMERCIAL GIRARD LTDA.,CHAPECO,SC,049 37340271,BdGeral.Mdb:Geral,colunas_nomeadas
002132,01693642000186,ALEX SANDRO PANSIERO.,IRACEMA DO OESTE,PR,044 35511162,BdGeral.Mdb:Geral,colunas_nomeadas
002134,75589192000112,COMERCIAL DE GENÊROS ALIMENTICIOS DIMAR LTDA.,BORRAZOPOLIS,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
002135,82033077000122,PEDRO TAQUES COM. DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32282131,BdGeral.Mdb:Geral,colunas_nomeadas
002136,03567757000150,COMERCIAL DEMACOP LTDA.,SETE QUEDAS,MS,067 34791205,BdGeral.Mdb:Geral,colunas_nomeadas
002137,14975171000140,COMÉRCIO MATERIAIS P/ CONSTRUÇÃO DE CARLI LTDA.,ALTA FLORESTA,MT,065 35212325,BdGeral.Mdb:Geral,colunas_nomeadas
002138,01617287000166,PERES MATERIAIS DE CONSTRUÇÃO LTDA.,FOZ DO IGUACU,PR,045 35753882,BdGeral.Mdb:Geral,colunas_nomeadas
002139,01319731000167,CONSTRUTORA VIPE LTDA.,BOMBINHAS,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
002140,03770258000165,A.F. LOPES MATERIAIS DE CONSTRUÇÃO.,MOREIRA SALES,PR,044 35321153,BdGeral.Mdb:Geral,colunas_nomeadas
002141,79102026000109,ANTONIO HIDALGO E CIA LTDA.,JUSSARA,PR,044 36281187,BdGeral.Mdb:Geral,colunas_nomeadas
002142,75474007000144,A.S. SANTINI E CIA LTDA.,PARANACITY,PR,044 34631117,BdGeral.Mdb:Geral,colunas_nomeadas
002143,04758077000186,MARIA INÊS ALVES MOURA M.E.,ITANHAEM,SP,013 34252382,BdGeral.Mdb:Geral,colunas_nomeadas
002144,77549244000152,ALCINDO FURLAN E IRMÃOS LTDA.,ALTONIA,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
002145,95447363000186,CARLOS MAGNO FERNANDES MAT. DE CONSTRUÇÃO LTDA.,NOVA OLIMPIA,PR,044 36851220,BdGeral.Mdb:Geral,colunas_nomeadas
002146,80170525000104,COMÉRCIO DE SECOS E MOLHADOS GENOMARQUES LTDA.,APUCARANA,PR,043 34401234,BdGeral.Mdb:Geral,colunas_nomeadas
002147,77914422000105,COMÉRCIO DE MAT. DE CONSTRUÇÃO O TIJOLÃO LTDA.,MANDAGUARI,PR,044 32331936,BdGeral.Mdb:Geral,colunas_nomeadas
002148,79051850000179,CELSO KAMPA.,ARAUCARIA,PR,041 36421384,BdGeral.Mdb:Geral,colunas_nomeadas
002149,81264830000128,AZAMBUJA MATERIAL P/ CONSTR. E ACABAMENTOS EIRELI,IVAIPORA,PR,0043 34724545,BdGeral.Mdb:Geral,colunas_nomeadas
002150,01370297000140,SIRLÉIA MARIA LUCAS FABRÍCIO.,SANTO AMARO DA IMPERATRIZ,SC,048 32452466,BdGeral.Mdb:Geral,colunas_nomeadas
002151,02288636000106,JOSE EDUARDO MEGIATO - DEPOSITO DE CONSTRUÇÃO,SARANDI,PR,044 32644415,BdGeral.Mdb:Geral,colunas_nomeadas
002152,04190137000107,ALEXANDRE JOSÉ ROCHA IGARATÁ M.E.,IGARATA,SP,011 46581213,BdGeral.Mdb:Geral,colunas_nomeadas
002153,01602914000195,MARTA JOSEFINA RAMOS.,IGARATA,SP,011 46581257,BdGeral.Mdb:Geral,colunas_nomeadas
002154,80559842000206,AGRO MIKA LTDA M.E.,RIO NEGRO,PR,047 36424344,BdGeral.Mdb:Geral,colunas_nomeadas
002155,00738100000110,C. ALBANES E CIA LTDA.,DOUTOR CAMARGO,PR,044 32381312,BdGeral.Mdb:Geral,colunas_nomeadas
002156,80026545000106,BONAPARTE E BONAPARTE LTDA.,TUNEIRAS DO OESTE,PR,044 37531359,BdGeral.Mdb:Geral,colunas_nomeadas
002157,04773678000168,BLANCO DEPÓSITO DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 32658000,BdGeral.Mdb:Geral,colunas_nomeadas
002159,02432626000100,JOSÉ FERREIRA GOMES CONSTRUÇÕES.,DIADEMA,SP,011 40917178,BdGeral.Mdb:Geral,colunas_nomeadas
002160,65615361000198,DAVI ABREU JUNIOR.,GUARATINGUETA,SP,012 35251544,BdGeral.Mdb:Geral,colunas_nomeadas
002161,01557318000130,CARMEN FÁTIMA DOS REIS CHIMITTI.,SANTA MONICA,PR,044 34551146,BdGeral.Mdb:Geral,colunas_nomeadas
002162,01647554000148,CIDIA MARTINS GOMES ROMAGNOLO E CIA LTDA M.E.,JUSSARA,PR,044 36281226,BdGeral.Mdb:Geral,colunas_nomeadas
002163,02777844000179,NILCE FERREIRA MESQUITA M.E.,DIADEMA,SP,011 40430392,BdGeral.Mdb:Geral,colunas_nomeadas
002164,03118694000154,OLIVEIRA E COSTA LTDA.,FLORIANOPOLIS,SC,048 32328434,BdGeral.Mdb:Geral,colunas_nomeadas
002165,03439471000199,CONSTRUSEC COMÉRCIO DE MATERIAIS DE CONSTR. LTDA.,SAO PAULO,SP,011 55833355,BdGeral.Mdb:Geral,colunas_nomeadas
002166,02531498000144,GERMANO E GERMANO LTDA.,GOIOERE,PR,044 35222215,BdGeral.Mdb:Geral,colunas_nomeadas
002167,72106487000100,CELIA R. MALAGUTHI CONSTRUÇÕES M.E.,GOIOERE,PR,044 35223576,BdGeral.Mdb:Geral,colunas_nomeadas
002168,86864691000197,ASEIVA ASSOCIAÇÃO DOS CER. DE IVATÉ.,IVATE,PR,044 36631181,BdGeral.Mdb:Geral,colunas_nomeadas
002169,62740345000139,DERA MATERIAIS PARA CONSTRUÇÃO LTDA M.E.,SAO PAULO,SP,011 63351752,BdGeral.Mdb:Geral,colunas_nomeadas
002170,76480383000104,COMAL COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO LTDA.,COLOMBO,PR,041 37631414,BdGeral.Mdb:Geral,colunas_nomeadas
002171,81713489000140,COMÉRCIO E MAT. DE CONSTR. UNIÃO MANDAGUAÇÚ LTDA.,MANDAGUACU,PR,044 32451680,BdGeral.Mdb:Geral,colunas_nomeadas
002172,83568451000157,COMÉRCIO CELANTE LTDA.,CONCORDIA,SC,049 34421755,BdGeral.Mdb:Geral,colunas_nomeadas
002173,54519012000156,FEIRA DE TIJOLOS ANCHIETA LTDA.,SAO PAULO,SP,011 69462514,BdGeral.Mdb:Geral,colunas_nomeadas
002174,77976678000139,COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO DECINI LTDA.,ICARAIMA,PR,044 36651289,BdGeral.Mdb:Geral,colunas_nomeadas
002175,01673445000103,ELETROSHOP CARAMURU LTDA.,SAO PAULO,SP,011 22754182,BdGeral.Mdb:Geral,colunas_nomeadas
002176,73653826000123,CREPÚSCULO COM. DE PRODUTOS AGROINDUSTRIAIS LTDA.,GOIOERE,PR,044 35222620,BdGeral.Mdb:Geral,colunas_nomeadas
002177,01702287000164,A.A.J. MATERIAIS DE CONSTRUÇÃO LTDA.,MALLET,PR,042 35421268,BdGeral.Mdb:Geral,colunas_nomeadas
002178,85074680000140,CECCATTO COMÉRCIO DE MAT. DE CONTRUÇÃO LTDA.,PAICANDU,PR,044 32441202,BdGeral.Mdb:Geral,colunas_nomeadas
002179,77807246000102,ASTRA ASSOCIAÇÃO SERICULTORES TERRA ROXA.,TERRA ROXA,PR,044 36451489,BdGeral.Mdb:Geral,colunas_nomeadas
002180,82451378000176,AGRICOLA TONINHO LTDA.,PEROLA,PR,044 36361492,BdGeral.Mdb:Geral,colunas_nomeadas
002181,00681307000103,ASSIS E COSTA LTDA.,ASSIS CHATEAUBRIAND,PR,044 35281134,BdGeral.Mdb:Geral,colunas_nomeadas
002182,82505074000144,COMERCIAL AGROPECUÁRIA BOI CRIOLO LTDA.,PAULO FRONTIN,PR,042 35431201,BdGeral.Mdb:Geral,colunas_nomeadas
002183,02969174000192,R.B. LOPES.,TAPIRA,PR,044 36791255,BdGeral.Mdb:Geral,colunas_nomeadas
002184,01656935000193,ANTÔNIO CARLOS COELHO DE FARIAS M.E.,CAMBIRA,PR,043 34361414,BdGeral.Mdb:Geral,colunas_nomeadas
002185,77437309000178,CASA FÁTIMA MATERIAIS DE CONSTRUÇÃO LTDA.,BARBOSA FERRAZ,PR,044 32751324,BdGeral.Mdb:Geral,colunas_nomeadas
002186,01996435000109,ANA DALDIN.,UNIAO DA VITORIA,PR,042 35232055,BdGeral.Mdb:Geral,colunas_nomeadas
002187,82977570000109,DA HORA MATERIAIS DE CONSTRUÇÃO LTDA.,FLORIANOPOLIS,SC,048 32242657,BdGeral.Mdb:Geral,colunas_nomeadas
002189,02611907000112,CONDOMÍNIO QUILOMBO.,QUILOMBO,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
002190,78131612000100,ASSAILÂNDIA MATERIAIS DE CONSTRUÇÃO LTDA.,ASSAI,PR,043 32622026,BdGeral.Mdb:Geral,colunas_nomeadas
002191,01701299000174,CONDOMÍNIO RESIDENCIAL ROMANO.,QUILOMBO,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
002192,75084871000130,COOPERVAL COOP. AGROINDUSTRIAL VALE DO IVAI LTDA.,JANDAIA DO SUL,PR,043 34329800,BdGeral.Mdb:Geral,colunas_nomeadas
002193,03747371000120,RAIMUNDO PEDRO FILHO M.E.,DIADEMA,SP,011 40591239,BdGeral.Mdb:Geral,colunas_nomeadas
002194,02983230001387,GLOBOAVES SÃO PAULO AGROAVÍCOLA LTDA.,ITIRAPINA,SP,019 35751512,BdGeral.Mdb:Geral,colunas_nomeadas
