legacy_codigo,cnpj,nome,cidade,estado,telefone,fonte,metodo
022995,09229565000110,UMBELINO E UMBELINO LTDA.,CORUMBATAI DO SUL,PR,044 32771236,BdGeral.Mdb:Geral,colunas_nomeadas
022996,07924040000179,TINTAS SIX COLLOR INDÚSTRIA E COMÉRCIO LTDA EPP.,GUARAREMA,SP,011 46933551,BdGeral.Mdb:Geral,colunas_nomeadas
022997,04788457000163,DRATEC INDÚSTRIA E COMÉRCIO DE TINTAS LTDA.,CACADOR,SC,049 35639157,BdGeral.Mdb:Geral,colunas_nomeadas
022998,06695573000163,C.A. GROSE,BOA ESPERANCA,PR,044 35521275,BdGeral.Mdb:Geral,colunas_nomeadas
022999,06961960000102,ACQUAVINIL TINTAS E VERNIZES LTDA.,SAO JOSE DOS PINHAIS,PR,041 33827871,BdGeral.Mdb:Geral,colunas_nomeadas
023000,09049071000153,AC POWER COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO LTDA.,SAO PAULO,SP,011 50787150,BdGeral.Mdb:Geral,colunas_nomeadas
023001,09176889000137,P.L. LAMANN CONSTRUÇÕES.,MARINGA,PR,044 32678497,BdGeral.Mdb:Geral,colunas_nomeadas
023002,75717355000286,USINA DE AÇÚCAR SANTA TEREZINHA LTDA.,PARANACITY,PR,044 34631442,BdGeral.Mdb:Geral,colunas_nomeadas
023003,07331435000168,QUIMIBRÁS PRODUTOS QUÍMICOS LTDA.,SAO JOSE DOS PINHAIS,PR,041 33820178,BdGeral.Mdb:Geral,colunas_nomeadas
023004,08297435000151,MASCOL MASSAS E COLAS LTDA.,MAFRA,SC,047 36431479,BdGeral.Mdb:Geral,colunas_nomeadas
023006,00094064000107,R.M. DA SILVA FOZ M.E.,CURITIBA,PR,041 32671616,BdGeral.Mdb:Geral,colunas_nomeadas
023007,71793673000194,CASA GRANDE ITANHAEM COM. MAT. P/ CONSTR. LTDA.,ITANHAEM,SP,013 34261161,BdGeral.Mdb:Geral,colunas_nomeadas
023008,79915955000129,CHAPECÓ INDÚSTRIA E COMÉRCIO DE FIBRAS LTDA.,CHAPECO,SC,049 33213333,BdGeral.Mdb:Geral,colunas_nomeadas
023009,15375991001560,TODIMO MATERIAIS PARA CONSTRUÇÃO LTDA.,CUIABA,MT,,BdGeral.Mdb:Geral,colunas_nomeadas
023010,55482475000153,ANALYSER COMÉRCIO E INDÚSTRIA LTDA.,SAO PAULO,SP,011 66465666,BdGeral.Mdb:Geral,colunas_nomeadas
023011,04102488000119,SOUZA E MOLINA LTDA.,MARINGA,PR,044 32678877,BdGeral.Mdb:Geral,colunas_nomeadas
023012,09071030000163,KOLONIA MATERIAIS PARA CONSTRUÇÃO LTDA EPP.,SAO PAULO,SP,011 38520147,BdGeral.Mdb:Geral,colunas_nomeadas
023014,07284918000159,ALEXANDRA DE OLIVEIRA BUENO ACABAMENTOS.,JANDAIA DO SUL,PR,043 34321770,BdGeral.Mdb:Geral,colunas_nomeadas
023015,07795033000114,D.C. THOMAS M.E.,MANDAGUARI,PR,044 32333541,BdGeral.Mdb:Geral,colunas_nomeadas
023016,07051701000280,MARCHIOLE MATERIAIS PARA CONSTRUÇÃO LTDA M.E.,MARINGA,PR,044 32677880,BdGeral.Mdb:Geral,colunas_nomeadas
023017,08840873000114,GOLD INDÚSTRIA DE PRODUTOS QUIMÍCOS LTDA.,MORRO DA FUMACA,SC,048 34343782,BdGeral.Mdb:Geral,colunas_nomeadas
023019,81435331000156,OLISEU PAROLIN ME.,ENGENHEIRO BELTRAO,PR,044 99696303,BdGeral.Mdb:Geral,colunas_nomeadas
023022,09367744000113,LOJA KAZÃO LTDA.,CAMPO MOURAO,PR,044 30171008,BdGeral.Mdb:Geral,colunas_nomeadas
023023,03307205000102,CHUEDE E CIA LTDA.,PAULA FREITAS,PR,042 35621171,BdGeral.Mdb:Geral,colunas_nomeadas
023025,79986949000162,WEILLER CONSTRUÇÃO CIVIL LTDA.,MARINGA,PR,044 30285070,BdGeral.Mdb:Geral,colunas_nomeadas
023026,54541388000400,EDALBRÁS INDUSTRIA E COMÉRCIO LTDA.,PARANAGUA,PR,041 34251224,BdGeral.Mdb:Geral,colunas_nomeadas
023027,03273469000192,NAYLOR PEDRO NETO.,SAO PAULO,SP,011 61634488,BdGeral.Mdb:Geral,colunas_nomeadas
023028,03846513000106,INDUSCRIL IND. E COM. DE TINTAS E REVEST. LTDA.,CURITIBA,PR,041 33560330,BdGeral.Mdb:Geral,colunas_nomeadas
023029,08596410000159,FORTCOR INDÚSTRIA DE TINTAS E TEXTURAS LTDA.,AMERICANA,SP,019 34078548,BdGeral.Mdb:Geral,colunas_nomeadas
023030,08527203000142,JOSIANE NOGAROLLI DE ALENCAR.,MARINGA,PR,044 33464485,BdGeral.Mdb:Geral,colunas_nomeadas
023031,05157491000100,JOSIMAR DE MATTOS.,CURITIBA,PR,041 32768464,BdGeral.Mdb:Geral,colunas_nomeadas
023032,83544965000172,ORLANDO MENEGHETTI M.E.,BARRA VELHA,SC,047 34460712,BdGeral.Mdb:Geral,colunas_nomeadas
023033,09422962000103,GRAFIALE REVESTIMENTOS ESPECIAIS LTDA.,SAO JOSE DOS PINHAIS,PR,041 33845519,BdGeral.Mdb:Geral,colunas_nomeadas
023034,08534196000106,HOTEL SPLENDORE LTDA M.E.,CURITIBA,PR,041 33037200,BdGeral.Mdb:Geral,colunas_nomeadas
023035,02347019000134,AGNALDO ROCHA LAVAGNOLI.,IGUARACU,PR,044 32481001,BdGeral.Mdb:Geral,colunas_nomeadas
023036,09072410000112,MARCELO PEDRO DOS SANTOS.,DIADEMA,SP,011 40593127,BdGeral.Mdb:Geral,colunas_nomeadas
023037,08869550000153,NUTRITEC NUTRIÇÃO ANIMAL LTDA.,MARINGA,PR,044 32667302,BdGeral.Mdb:Geral,colunas_nomeadas
023039,07630392000111,UNIVERSAL INDUSTRIA QUÍMICA LTDA.,PATO BRANCO,PR,046 32259587,BdGeral.Mdb:Geral,colunas_nomeadas
023040,08242923000161,UNIBRISA COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA.,SANTA CECILIA,SC,049 32443275,BdGeral.Mdb:Geral,colunas_nomeadas
023041,61092565000130,MADIS RODBEL SOLUÇÕES DE PONTO E ACESS. LTDA.,SAO PAULO,SP,011 32240122,BdGeral.Mdb:Geral,colunas_nomeadas
023042,01889751000173,LUXCOR TINTAS LTDA.,PATO BRANCO,PR,046 32255599,BdGeral.Mdb:Geral,colunas_nomeadas
023043,09254812000138,CALMONARTE MANHA SERV. DE PINTURA E COM. LTDA.,CARAPICUIBA,SP,011 41463511,BdGeral.Mdb:Geral,colunas_nomeadas
023044,96824594017442,VOTORANTIM CIMENTOS BRASIL LTDA.,ARARAQUARA,SP,015 21022432,BdGeral.Mdb:Geral,colunas_nomeadas
023045,02438272000101,J.P. MANUTENÇÃO ELETRICA LTDA M.E.,CAJATI,SP,013 38543200,BdGeral.Mdb:Geral,colunas_nomeadas
023046,08844341000155,EDSON SOARES DE CAMARGO.,CAJATI,SP,013 38543755,BdGeral.Mdb:Geral,colunas_nomeadas
023047,09354906000189,VITACRIL TINTAS E TEXTURAS LTDA.,BALNEARIO PICARRAS,SC,047 33450499,BdGeral.Mdb:Geral,colunas_nomeadas
023048,07667495000156,ELISANGELA SALVADOR M.E.,CAMPO MOURAO,PR,044 30163714,BdGeral.Mdb:Geral,colunas_nomeadas
023049,56912926000108,MINERSAN COM. E REPRES. DE PROD. MINERAIS LTDA.,SAO PAULO,SP,011 36219953,BdGeral.Mdb:Geral,colunas_nomeadas
023050,07328881000113,LEONALDO RODRIGUES DE OLIVEIRA.,COLOMBO,PR,041 36050194,BdGeral.Mdb:Geral,colunas_nomeadas
023051,03627523000150,REVESTIR TINTAS E TEXTURAS LTDA.,PALHOCA,SC,048 30331175,BdGeral.Mdb:Geral,colunas_nomeadas
023052,75177857000180,RENUKA VALE DO IVAÍ S/A.,SAO PEDRO DO IVAI,PR,043 34521488,BdGeral.Mdb:Geral,colunas_nomeadas
023053,08206993000164,AREIAL ALBARDÃO EXTR. E COM. DE AREIA LTDA EPP.,PALHOCA,SC,048 32592656,BdGeral.Mdb:Geral,colunas_nomeadas
023054,04073210000160,CONAP CONSTRUTORA LTDA.,BOMBINHAS,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023055,83109967000133,ZWINGEL INDÚSTRIA DE IMPERMEABILIZANTES LTDA EPP.,BLUMENAU,SC,047 33340950,BdGeral.Mdb:Geral,colunas_nomeadas
023056,82514795000110,MINERAÇÃO NOVA PRATA LTDA.,PARANAGUA,PR,041 99781578,BdGeral.Mdb:Geral,colunas_nomeadas
023057,09039202000111,GRAFINEWS REVESTIMENTOS E COMÉRCIO DE TINTAS LTDA.,MATINHOS,PR,041 34733395,BdGeral.Mdb:Geral,colunas_nomeadas
023058,97499370000157,MAKHOUSE IND. E COM. DE REVEST. E TINTAS LTDA.,PINHAIS,PR,041 36681298,BdGeral.Mdb:Geral,colunas_nomeadas
023060,09397500000183,3W MATERIAIS PARA CONSTRUÇÃO LTDA ME,DIADEMA,SP,011 40678548,BdGeral.Mdb:Geral,colunas_nomeadas
023061,09452802000107,V.A. FAVARÃO E CIA LTDA.,MARINGA,PR,044 32654141,BdGeral.Mdb:Geral,colunas_nomeadas
023062,02394718000135,CRISTAL COLOR INDÚSTRIA E COMÉRCIO LTDA.,CRICIUMA,SC,048 34623000,BdGeral.Mdb:Geral,colunas_nomeadas
023063,68816461000170,SOLARTINTAS COMÉRCIO DE TINTAS LTDA.,CURITIBA,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
023064,02321425000128,FANNY SILVANA DA SILVA M.E.,SAO JOSE,SC,048 32579879,BdGeral.Mdb:Geral,colunas_nomeadas
023065,09430925000147,V.B. GONZAGA MATERIAIS DE CONSTRUÇÃO.,SARANDI,PR,044 32741733,BdGeral.Mdb:Geral,colunas_nomeadas
023066,82343773000135,F.B.S. CONSTRUTORA LTDA.,CURITIBA,PR,041 33726145,BdGeral.Mdb:Geral,colunas_nomeadas
023067,02178116000140,BORDEAUX COMÉRCIO DE TINTAS E VERNIZES EIRELI,COLOMBO,PR,041 32660941,BdGeral.Mdb:Geral,colunas_nomeadas
023068,09493129000153,AREIA COMÉRCIO DE MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 30298932,BdGeral.Mdb:Geral,colunas_nomeadas
023069,02921346000158,ANJO QUIMICA DO BRASIL LTDA.,CRICIUMA,SC,048 34618000,BdGeral.Mdb:Geral,colunas_nomeadas
023070,07914482000134,WS TÉCNICA SANEAMENTO LTDA.,MANDAGUARI,PR,044 32331717,BdGeral.Mdb:Geral,colunas_nomeadas
023071,08391460000108,WELCKMAN INDÚSTRIA DE TINTAS LTDA.,IBATE,SP,016 33436939,BdGeral.Mdb:Geral,colunas_nomeadas
023072,09434612000167,REVCOLLOR IND. E COM. DE TINTAS LTDA.,UMUARAMA,PR,044 36393259,BdGeral.Mdb:Geral,colunas_nomeadas
023073,62334289000132,AMC ANDRADE MATERIAIS PARA CONSTRUÇÃO LTDA M.E.,PERUIBE,SP,013 34531718,BdGeral.Mdb:Geral,colunas_nomeadas
023074,07782646000117,CCB COATINGS S/A.,CAMPINA GRANDE DO SUL,PR,041 36792587,BdGeral.Mdb:Geral,colunas_nomeadas
023075,08694262000105,LUCAS ROSEIRA ARLINDO CONSTRUÇÃO M.E.,PERUIBE,SP,013 34581844,BdGeral.Mdb:Geral,colunas_nomeadas
023076,09490324000120,PAULO EDUARDO PERON M.E.,ITANHAEM,SP,013 34271082,BdGeral.Mdb:Geral,colunas_nomeadas
023078,06225525000101,L.G. ALESSI E CIA LTDA.,CURITIBA,PR,041 33721022,BdGeral.Mdb:Geral,colunas_nomeadas
023080,58021502000189,JOSÉ MENDES DE OLIVEIRA MONGAGUÁ EPP.,MONGAGUA,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
023081,60910023000165,INDÚSTRIAS QUIMICAS IRAJÁ LTDA.,SAO PAULO,SP,011 20189999,BdGeral.Mdb:Geral,colunas_nomeadas
023082,05918912000160,MADEIREIRA MARINGÁ LTDA.,MARINGA,PR,044 32258400,BdGeral.Mdb:Geral,colunas_nomeadas
023083,09377149000169,FRATINI E BIAZOLI LTDA M.E.,NOVA ESPERANCA,PR,044 32527704,BdGeral.Mdb:Geral,colunas_nomeadas
023084,07750487000179,MARCOS AURÉLIO DIAS JUNIOR.,CURITIBA,PR,041 32853537,BdGeral.Mdb:Geral,colunas_nomeadas
023085,07884858000105,F V COMERCIO DE MATERIAIS DE CONSTRUÇÃO LTDA.,MARINGA,PR,0044 32252883,BdGeral.Mdb:Geral,colunas_nomeadas
023087,02293305000164,GRANILHA REVESTIMENTOS ARAUCÁRIA LTDA.,CURITIBA,PR,041 36426583,BdGeral.Mdb:Geral,colunas_nomeadas
023089,06059896000160,ARTCRIL REVESTIMENTOS E TINTAS LTDA EPP.,RIBEIRAO PRETO,SP,041 36562050,BdGeral.Mdb:Geral,colunas_nomeadas
023090,06959490000134,T.E.C. IND. COM. E SERV. MAT. P/ CONSTR. LTDA M.E.,SAO PAULO,SP,011 20541476,BdGeral.Mdb:Geral,colunas_nomeadas
023091,01731711000107,TESTURITE INDUSTRIAL BRASILEIRA LTDA.,PINHAIS,PR,041 36670010,BdGeral.Mdb:Geral,colunas_nomeadas
023092,03416059000153,ARENITO IND. E COM. DE TEXTURAS E TINTAS LTDA M.E.,SANTA BARBARA DO OESTE,SP,019 34547812,BdGeral.Mdb:Geral,colunas_nomeadas
023093,03776750000148,M.L. DE GOES M.E.,ARARAQUARA,SP,016 33224787,BdGeral.Mdb:Geral,colunas_nomeadas
023094,08967356000100,TEXTURA SÃO CAETANO IND. E COM. DE TINTAS LTDA.,GUARULHOS,SP,011 23030960,BdGeral.Mdb:Geral,colunas_nomeadas
023095,09368310000138,SOLUZZ MATERIAIS DE CONSTRUÇÕES LTDA.,UNIAO DA VITORIA,PR,042 35245865,BdGeral.Mdb:Geral,colunas_nomeadas
023096,03853156000103,ALAN GOMES RIBEIRO CONSTRUÇÃO EPP.,ITANHAEM,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
023097,09544810000183,BURIOL MATERIAIS DE CONSTRUÇÕES LTDA.,CAICARA,RS,055 37381024,BdGeral.Mdb:Geral,colunas_nomeadas
023098,00588898000160,SILDES PRESTES DE SOUZA.,CURITIBA,PR,041 33647394,BdGeral.Mdb:Geral,colunas_nomeadas
023099,06222987000175,AMETISTA IND. E COM. DE REVEST. DE PAREDES LTDA.,COLOMBO,PR,041 36213339,BdGeral.Mdb:Geral,colunas_nomeadas
023100,80438146000152,ARGATEC DO BRASIL IND. E COM. DE ARGAMASSA LTDA.,FLORIANOPOLIS,SC,048 32482050,BdGeral.Mdb:Geral,colunas_nomeadas
023101,05924213000123,SÃO CLEMENTE MATERIAIS DE CONSTRUÇÃO LTDA.,SANTA HELENA,PR,045 32571424,BdGeral.Mdb:Geral,colunas_nomeadas
023102,05098101000160,EMPREENDIMENTOS IMOBILIÁRIOS ARMINDO RAMALHO LTDA.,ITANHAEM,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
023103,75177857000342,RENUKA VALE DO IVAÍ S/A.,MARIALVA,PR,044 34518092,BdGeral.Mdb:Geral,colunas_nomeadas
023104,03194437000100,NICEPEL PRODUTOS QUÍMICOS LTDA EPP.,SAO PAULO,SP,011 39020857,BdGeral.Mdb:Geral,colunas_nomeadas
023105,62004346000115,REVESTIMENTO MAR PAULISTA LTDA.,SAO PAULO,SP,011 56129673,BdGeral.Mdb:Geral,colunas_nomeadas
023106,76661420000180,CONSTRUMARI MATERIAIS DE CONSTRUÇÃO LTDA.,CURITIBA,PR,041 35855051,BdGeral.Mdb:Geral,colunas_nomeadas
023107,94504842000124,F.A. BURGUENO LOPEZ EIRELI.,CANOAS,RS,051 34754533,BdGeral.Mdb:Geral,colunas_nomeadas
023108,03772434000106,VISTA ALEGRE CONSTRUÇÕES E INCORPORAÇÕES LTDA.,CURITIBA,PR,041 30775212,BdGeral.Mdb:Geral,colunas_nomeadas
023109,75507152000184,INSTALADORA BATISTENSE LTDA.,SAO JOAO BATISTA,SC,048 32650326,BdGeral.Mdb:Geral,colunas_nomeadas
023110,08830017000188,TONY SARKIS SAAB.,SAO PAULO,SP,011 20810113,BdGeral.Mdb:Geral,colunas_nomeadas
023111,85252633000140,DOUGLAS DE ABREU EPP.,SAO JOSE,SC,048 33461700,BdGeral.Mdb:Geral,colunas_nomeadas
023112,09452732000197,M.L. FRANGUELLI SILVA.,PAICANDU,PR,044 32448610,BdGeral.Mdb:Geral,colunas_nomeadas
023113,08016748000194,DANA COLOR TINTAS E REVESTIMENTOS LTDA.,ALMIRANTE TAMANDARE,PR,041 36984363,BdGeral.Mdb:Geral,colunas_nomeadas
023114,07291898000143,R.A.R. DO NASCIMENTO E CIA LTDA.,JANDAIA DO SUL,PR,043 34323974,BdGeral.Mdb:Geral,colunas_nomeadas
023115,09530856000143,SE E COELHO MATERIAIS PARA CONSTRUÇÃO LTDA M.E.,PERUIBE,SP,013 34562173,BdGeral.Mdb:Geral,colunas_nomeadas
023116,02113424000198,ROGÉRIO HERREIRA BONATI EPP.,ROSANA,SP,018 32881261,BdGeral.Mdb:Geral,colunas_nomeadas
023117,08431936000260,LUMBRAS ENERGÉTICA S/A.,MAJOR GERCINO,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023118,29067113007360,POLIMIX CONCRETO LTDA.,CURITIBA,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
023119,60405446001876,ENGEMIX S/A.,CURITIBA,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
023120,29067113016866,POLIMIX CONCRETO LTDA.,CAMBORIU,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023121,29067113015207,POLIMIX CONCRETO LTDA,SAO JOSE,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023122,82660861000675,MAX MOHR FILHO E CIA LTDA.,ITAJAI,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023123,29067113015541,POLIMIX CONCRETO LTDA.,BLUMENAU,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023124,09245469000165,CAMBOIM CONSTRUTORA E INCORPORADORA LTDA.,BALNEARIO CAMBORIU,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023125,09527199000185,H.S.T. DE SOUZA MATERIAIS DE CONSTRUÇÕES.,MARINGA,PR,044 30314511,BdGeral.Mdb:Geral,colunas_nomeadas
023126,29067113016602,POLIMIX CONCRETO LTDA.,SAO JOSE DOS PINHAIS,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
023127,08616046000141,CLÁSSICA INDÚSTRIA QUÍMICA LTDA.,PONTA GROSSA,PR,042 32279906,BdGeral.Mdb:Geral,colunas_nomeadas
023128,67911388000153,MACHBERT EQUIPAMENTOS E SERVIÇOS LTDA.,SOROCABA,SP,015 32254466,BdGeral.Mdb:Geral,colunas_nomeadas
023129,08891685000115,MAXITINTAS INDÚSTRIA E COMÉRCIO DE TINTAS LTDA.,CAMBORIU,SC,047 33655309,BdGeral.Mdb:Geral,colunas_nomeadas
023130,09345595000191,CONSTRUBASSO MATERIAIS PARA CONSTRUÇÃO LTDA.,MARINGA,PR,044 30311345,BdGeral.Mdb:Geral,colunas_nomeadas
023131,73759235000135,MUNDIAL MATERIAIS DE CONSTRUÇÃO LTDA EPP.,TIJUCAS,SC,048 32630166,BdGeral.Mdb:Geral,colunas_nomeadas
023132,09510641000160,NOVA ALIANÇA COMÉRCIO DE PRODUTOS QUÍMICOS LTDA.,BARUERI,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
023133,29067113014308,POLIMIX CONCRETO LTDA.,GUARAMIRIM,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023134,60405446012487,ENGEMIX S/A.,LAGES,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023135,29067113015622,POLIMIX CONCRETO LTDA.,SAO FRANCISCO DO SUL,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023136,29067113015380,POLIMIX CONCRETO LTDA.,RIO DO SUL,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023137,96824594016802,VOTORANTIM CIMENTOS BRASIL LTDA.,BLUMENAU,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023138,01970368000145,DIGI-TRON IND. DE PESSAGEM LTDA.,CURITIBA,PR,041 33771577,BdGeral.Mdb:Geral,colunas_nomeadas
023140,09497419000175,ELSON SOGIR LEAL CONSTRUÇÕES M.E.,SOROCABA,SP,015 21048002,BdGeral.Mdb:Geral,colunas_nomeadas
023141,29067113018800,POLIMIX CONCRETO LTDA.,CAPIVARI DE BAIXO,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023142,29067113016190,POLIMIX CONCRETO LTDA.,GUARATUBA,PR,,BdGeral.Mdb:Geral,colunas_nomeadas
023143,82281262000136,CONTE COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO LTDA.,COLOMBO,PR,041 36633434,BdGeral.Mdb:Geral,colunas_nomeadas
023144,10174963000165,CIMENTOS FORT MATERIAIS P/ CONSTRUÇÃO LTDA.,MARINGA,PR,044 30317227,BdGeral.Mdb:Geral,colunas_nomeadas
023145,06331220000184,RENATA CRISTINE FRANCO M.E.,APUCARANA,PR,043 34277523,BdGeral.Mdb:Geral,colunas_nomeadas
023146,01805937000105,JOSÉ WILLAMI UCHOA ALMEIDA ITANHAEM M.E.,ITANHAEM,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
023147,08314919000161,TINTAS GASPAR EIRELI ME.,MAUA,SP,0011957949726,BdGeral.Mdb:Geral,colunas_nomeadas
023148,82321027000140,IGUATEMI CONSTRUTORA DE OBRAS LTDA.,COLOMBO,PR,041 36637008,BdGeral.Mdb:Geral,colunas_nomeadas
023149,09131528000174,CLH CONSTRUTORA E INCORPORADORA LTDA.,BALNEARIO CAMBORIU,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023150,85040111000184,ADRIANÓPOLIS MINERAÇÃO E EMPREND. IMOBIL. LTDA.,ADRIANOPOLIS,PR,041 96756049,BdGeral.Mdb:Geral,colunas_nomeadas
023151,06020040000181,ROSÂNGELA APARECIDA CIRIACO M.E.,SAO PAULO,SP,011 56222678,BdGeral.Mdb:Geral,colunas_nomeadas
023152,03025789000123,LUCIANO SHIGUEITI MATSUDA M.E.,ITARIRI,SP,013 34168423,BdGeral.Mdb:Geral,colunas_nomeadas
023153,10268785000131,R.M. FERREIRA E MARINHO LTDA.,CAMPO MOURAO,PR,044 35237526,BdGeral.Mdb:Geral,colunas_nomeadas
023154,73304982000189,EUNILO ROQUE DE ALMEIDA E CIA LTDA.,COLOMBO,PR,041 36632626,BdGeral.Mdb:Geral,colunas_nomeadas
023155,07351397000105,ANTONIO G. DIAS MATERIAIS DE CONSTRUÇÃO M.E.,MARINGA,PR,044 30287788,BdGeral.Mdb:Geral,colunas_nomeadas
023156,09660822000173,R.G. MATERIAIS PARA CONSTRUÇÃO LTDA.,CIANORTE,PR,044 36294194,BdGeral.Mdb:Geral,colunas_nomeadas
023157,61381554000170,RAZZO LTDA.,SAO PAULO,SP,011 21641305,BdGeral.Mdb:Geral,colunas_nomeadas
023158,82956889000492,INPLAC INDÚSTRIA DE PLÁSTICOS S/A.,BIGUACU,SC,048 32799000,BdGeral.Mdb:Geral,colunas_nomeadas
023159,07786109000145,TAIBO COMERCIAL DE CIMENTOS LTDA.,CURITIBA,PR,041 33646845,BdGeral.Mdb:Geral,colunas_nomeadas
023160,06945746000154,HEUSI E HEUSI REVESTIMENTOS ACRÍLICOS LTDA.,CAMPO MAGRO,PR,041 96015673,BdGeral.Mdb:Geral,colunas_nomeadas
023161,08814701000176,EMILEO AGROPECUÁRIA LTDA ME,PORTO VITORIA,PR,042 35731176,BdGeral.Mdb:Geral,colunas_nomeadas
023162,29067113014499,POLIMIX CONCRETO LTDA.,CRICIUMA,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023163,09585823000109,IMPERCOLOR FABRICAÇÃO DE IMPERMEABILIZANTES LTDA.,FRANCISCO BELTRAO,PR,046 35245170,BdGeral.Mdb:Geral,colunas_nomeadas
023164,10302311000169,R.V.O. LOPES E CIA LTDA.,MANDAGUARI,PR,044 32332366,BdGeral.Mdb:Geral,colunas_nomeadas
023165,10343493000116,S.C.G. SIGOLO MATERIAIS DE CONSTRUÇÃO.,MARINGA,PR,044 32277404,BdGeral.Mdb:Geral,colunas_nomeadas
023167,07964478000261,DEPOSITO PLANALTO MARIALVA LTDA ME.,MARIALVA,PR,044 32322320,BdGeral.Mdb:Geral,colunas_nomeadas
023168,09618575000147,NOVA CONSTRUTORA SERVIÇOS E IMOBILIÁRIA LTDA.,ITANHAEM,SP,013 34253939,BdGeral.Mdb:Geral,colunas_nomeadas
023169,75103739000128,MANACA MATERIAIS DE CONSTRUÇÃO LTDA.,CURITIBA,PR,041 30275231,BdGeral.Mdb:Geral,colunas_nomeadas
023170,57488868000108,GYOTOKU E GYOTOKU LTDA.,SANTO ANDRE,SP,011 44218581,BdGeral.Mdb:Geral,colunas_nomeadas
023171,00357719000427,VIVIO COMÉRCIO DE MAT. DE CONSTRUÇÃO LTDA.,PINHAIS,PR,041 36683499,BdGeral.Mdb:Geral,colunas_nomeadas
023172,10340707000109,BONOMI E BONOMI MATERIAIS P/ CONSTRUÇÃO LTDA ME.,TAPIRA,PR,044 36791527,BdGeral.Mdb:Geral,colunas_nomeadas
023173,10257536000140,MAWA MATERIAIS PARA CONSTRUÇÃO LTDA.,UNIAO DA VITORIA,PR,042 35220501,BdGeral.Mdb:Geral,colunas_nomeadas
023174,76803972000186,JAWAL COMÉRCIO MATERIAIS DE CONSTRUÇÃO LTDA.,CURITIBA,PR,041 33722154,BdGeral.Mdb:Geral,colunas_nomeadas
023175,72332125000120,ABEL DE SOUZA CAMPOS.,SAO JOSE DOS PINHAIS,PR,041 33836026,BdGeral.Mdb:Geral,colunas_nomeadas
023177,80359771000109,SIAL CONSTRUÇÕES CIVIS LTDA.,CURITIBA,PR,041 33432550,BdGeral.Mdb:Geral,colunas_nomeadas
023178,34230979010098,SUPERMIX CONCRETO S/A.,TIJUCAS,SC,,BdGeral.Mdb:Geral,colunas_nomeadas
023179,81220634000151,M.A. FIORUCCI E CIA LTDA.,CURITIBA,PR,041 32771212,BdGeral.Mdb:Geral,colunas_nomeadas
023180,55653802000192,JOSÉ AVELINO FERREIRA MONGAGUÁ M.E.,MONGAGUA,SP,,BdGeral.Mdb:Geral,colunas_nomeadas
023181,07590559000168,MARIVITOR COM. DE MAT. DE CONSTRUÇÃO LTDA M.E.,ANGELINA,SC,048 32741234,BdGeral.Mdb:Geral,colunas_nomeadas
023182,02900679000109,AÇO IDEAL LTDA.,CURITIBA,PR,041 33762277,BdGeral.Mdb:Geral,colunas_nomeadas
023183,09528893000117,MARCELIO CARNEIRO DE OLIVEIRA M.E.,NOVA AURORA,GO,064 36981179,BdGeral.Mdb:Geral,colunas_nomeadas
023184,01714529000130,DISPARTINTAS DISTR. PARANAENSE DE TINTAS LTDA.,SARANDI,PR,044 88275608,BdGeral.Mdb:Geral,colunas_nomeadas
023185,82044694000123,COMÉRCIO DE MAT. P/ CONSTRUÇÃO MICKUS LTDA.,SAO JOSE DOS PINHAIS,PR,041 32821210,BdGeral.Mdb:Geral,colunas_nomeadas
023186,07937810000118,CASSIO MINORU YOROZUYA.,BASTOS,SP,014 34782877,BdGeral.Mdb:Geral,colunas_nomeadas
023187,00776924000184,NEDASA LOCAÇÃO DE CAÇAMBAS LTDA M.E.,MONGAGUA,SP,013 34462626,BdGeral.Mdb:Geral,colunas_nomeadas
